text	corpusid	sentiment
The contribution of digital technology to the COVID-19 pandemic management can take many forms and bring significant value ( Ting et al . , 2020 ) . Thus , the investigation of big data and AI is connected to epidemic disasters ( Shaluf , 2007 ) , which have been plaguing our planet for decades ( e.g. the Spanish flu , avian flu , Ebola , SARS , MERS and SARS - COV-2 ) , as an interesting and important research - stream .	234046079	no
In generative adversarial networks ( GAN ) ( Goodfellow et al . , 2014 ) , the goal is to learn a generative neural network that can model a distribution of unlabeled training examples . The generative network transforms a random input vector into an output that is similar to the training examples , and there is a separate discriminative network that tries to distinguish the real training examples against samples generated by the generative network . The generative and discriminative networks are trained jointly with gradient descent , and at equilibrium we want the samples from the generative network to be indistinguishable from the real training data by the discriminative network , i.e. , the discriminative network does no better than doing a random coin flip .	53483414	no
"With the rapid increase in OPV performance during the last decade , there has been an increasing awareness in the research community for the growing need to establish generalized stability testing conditions , enabling improved comparability between lifetime values reported from different research labs . Based on reports and discussions from the fi rst three International Summits on OPV Stability ( ISOS ) in 2008 , 2009 and 2010 , the so - called "" ISOS - protocols "" were defi ned . These were summarized in a publication entitled "" Consensus stability testing protocols for organic photovoltaic ( OPV ) materials and devices "" in 2011 . [ 5 ] In response to the lack of practical guidelines for intercomparable OPV stability tests , the aim of the ISOS community was to establish standard procedures for accurate lifetime estimations of organic thin fi lm solar cell devices . The protocols were intended to provide more tailored criteria to investigate OPV stability than was outlined in the existing IEC 61646 , [ 1 ] which is intended for the commercial qualifi cation of terrestrial thin fi lm photovoltaic modules but not for elucidating degradation pathways and identifying key mechanisms limiting device lifetimes . One major motivation for developing the ISOS protocols was to identify parameters which infl uenced device stability in order to enable reasonable accuracy in the comparison between reported stability and lifetime data for organic thin fi lm devices . The ISOS study aims to coordinate efforts to gather as much information about OPV degradation and stability in a controlled manner such that qualifi cation tests , which may be more suitable or detailed than the IEC 61646 , can be developed ."	97325601	maybe
The popular rectified linear unit ( ReLU ) , f ( x ) = max(0 , x ) , is an example of such a function , while the sigmoid functions satisfy this property approximately . The following theorem shows that each standard DNN layer performs a stable embedding of the data .	15654042	no
The seventh category of apps includes apps focusing on geo - referencing . Apps using location data to monitor a user 's physical movement and to identify COVID-19 hotspots fall into this category . Smartphone GPSes are used to collect user location information , which is automatically transmitted to a server to create aggregated results . Users are required to provide a one - time consent before using the app that allows the app to gather their location information . Some apps also allow users to manually add data about locations they visited in the past few days . For instance , users can report the places they visited in last 14 days , in addition to consenting to mobile location detection , in the Care19 Diary app . Similarly , Canada 's BC COVID-19 Support app requests devices ' location data in order to provide users with location - based alerts . Over 15 % of the apps in our dataset are used for geo - referencing , with this feature as either their primary or secondary objective . However , only three apps in our entire dataset were classified with this category as their primary objective . This category of apps continuously generates data and provides active information support during a pandemic .	236296279	no
We used a spectroscopic approach to assess nanoparticle leaching and the long - term stability of these nanoparticleloaded hydrogel systems . Iron oxide nanoparticles strongly www.advmat.de www.advancedsciencenews.com absorb in the 300 - 400 nm wavelength range ; we assessed UVvis absorbance of supernatants taken from gels incubated in calcium - supplemented saline for up to 6 months ( Figure S2 , Supporting Information ) . NP and NP - COOH capsules were stable , with no detectable nanoparticle leaching over a 6 month timeframe . In contrast , leaching of NP - PEG from the NP - PEG hydrogel capsules occurred over a 6 month timeframe ( < 0.2 mg mL -1 , Figure S3 , Supporting Information ) . These data suggest that the NP - PEG alginate hydrogel system is not stable , and that NP - PEG are able to move within and out of the hydrogel matrix over time .	212416638	maybe
Beside Google Trends indexes reflecting searched of COVID-19 keyword each month , other control variables are used in the models : harmonized unemployment rate , harmonized index of consumer prices and economic sentiment indicator . The Google Trends indexes are computed by authors as geometric means of the daily values provided by Google Trends ( https://trends.google.com/trends/ ) . For each month we selected the values of the Google Trends indexes registered each day in each country . The period of one specific month and the country are directly selected in the Google Trends website . The data for the rest of the variables are provided by Eurostat .	237473259	yes
• The contents of perception are not a function of cognition ( as in Fodor , 1984;Raftopoulos , 2019 ) . • The contents of data are a function of likely unconscious racial bias in particular social sciences ( as in Gould , 1981 ) . • The contents of phenomena may be not a function of prior beliefs ( as in Franklin , 2015 ) .	238651842	no
Data were analyzed using an inductive approach , in which themes were developed from raw data and then grouped into higher - order clusters ( Miles and Huberman 1994 ) . Interviews from all stakeholder groups were analyzed separately , as well as combined into one body of data to identify themes that were important to all stakeholders participating in the research , in line with previous studies that have researched multiple stakeholder groups for the development of a theory applicable across groups ( e.g. , Chun and Davies 2006;Gardberg and Fombrun 2002;Hillenbrand et al . 2012 ) . The data analysis revealed that business leaders and industry representatives expressed many similar views , as did NGOs / think tanks and special interest groups , and it was therefore seen as appropriate to summarize these two groups as the business group view and the community group view , respectively ( as they have been referred to in this study throughout ) . The issue of unity of sample was further examined after careful consideration of potential alternative interpretations . It emerged that respondents across groups talk about corporate tax approaches in terms of similar themes ( such as contributions to society , transparency , power ) , but differ in some of the specific opinions and expressions of them , as detailed later . As such , it was possible to identify a number of themes that speak across groups , but which required separate interpretations of their nuances and expressions with business groups and the societal stakeholder view . We followed the guidelines for inductive data analysis by Easterby - Smith et al . ( 2002 ) and Miles and Huberman ( 1994 ) , and we analyzed transcribed text through an iterative process of first applying codes and then identifying trends and themes in the data via a qualitative clustering approach . No prior theory was used as a basis for the coding process , and therefore , all coding and emerging themes are the result of the applied cluster analysis procedure . The data analysis process was conducted separately by two of the authors who produced unique coding and clustering protocols . This provided the basis for comparison , interpretation , and labeling of emerging themes . During the data analysis process , any commentary that diverted from the focus of this study , i.e. , corporate tax approaches , was carefully excluded from the data analysis . Mutual agreement on the labeling of themes was achieved in line with the procedure described by Ravasi and Schultz ( 2006 ) in discussion between all authors . This process led to a reduction in the total number of themes from ten to eight , to more succinctly represent the data .	158680894	no
This section presents the data and the methodology used to predict mobility as a function of consumers ' perceived risk . Prior research has identified that perceived risk plays a vital role in consumer behavior . Based on the stay - at - home order issued by the state and county governments , one significant behavioral change relates to their mobility decisions . Therefore , due to individuals ' perceived risk , individuals may restrict or change their mobility for different activities . We first describe the risk perception dimensions and then discuss data sources that map onto these dimensions .	255441206	maybe
The dataset was based on information offered by the partners on a structured form designed by the Agentschap NL staff . Between 2010 and 2013 , one of the authors was invited , in her capacity as a researcher , to provide suggestions for improvement by Agentschap NL . This provided access to a unique dataset that included information on 205 projects developed by international joint ventures formed between 2006 and 2011 in 44 countries . 55 % of the 205 projects were in agriculture and agro - processing , and 40 % were distributed across different types of industry . As the Dutch government had plans to change the rules applied to PSOM - PSI policies in 2013 , we limited our sample to those projects developed between 2006 and 2011 to ensure that data on PSOM - PSI were comparable in terms of project performance .	239655312	maybe
In step three , we pilot tested the index with a sample of 524 UK employees , checking for convergent validity ( with a re - test sample ; N = 100 ) and external validity through correlation with an organizational justice scale ( Moorman , 1991 ) and with the nepotism scale developed by Spranger et al . ( 2012 ) . We also examined reliability estimates for each variable , ( comprised of at least three items per category ) and checked for multicollinearity . For reasons of space , the full procedure and results are not included here , but all data is available from the authors on request .	238408791	yes
Considering the above , in this paper we investigate the reasons which led to the discontinuation of PT use after the start of the COVID-19 pandemic , by considering a worldwide dataset which combines both local specific socioeconomic characteristics as well as PT service attributes . We synthesized PT mode choice , service characteristics and passengers ' perceptions data from Moovit subscribers , along with socioeconomic and COVID-19 related variables , to compile a crosssection dataset that covers 87 cities worldwide . We study the changes in PT service characteristics before ( year 2019 ) and after the outbreak of the pandemic ( year 2020 ) , the passengers ' views on the desired service conditions under post - pandemic circumstances , and we develop linear regression models to identify the PT service aspects along with the macro socio - economic factors that might explain the abandonment rates on PT use , which were observed globally by the end of the year 2020 .	255826268	no
Stochastic gradient descent ( SGD ) [ 1 ] is a dominant approach for training large - scale machine learning models such as deep networks . At each iteration of this iterative method , the model parameters are updated in the opposite direction of the gradient of the objective function typically evaluated on a mini - batch , with step size controlled by a learning rate . While vanilla SGD uses a common learning rate across coordinates ( possibly varying across time ) , several adaptive learning rate algorithms have been developed that scale the gradient coordinates by square roots of some form of average of the squared values of past gradients coordinates . The first key approach in this class , ADAGRAD [ 2,3 ] , uses a per - coordinate learning rate based on squared past gradients , and has been found to outperform vanilla SGD on sparse data . However , in non - convex dense settings where gradients are dense , performance is degraded , since the learning rate shrinks too rapidly due to the accumulation of all past squared gradient in its denominator . To address this issue , variants of ADAGRAD have been proposed that use the exponential moving average ( EMA ) of past squared gradients to essentially restrict the window of accumulated gradients to only few recent ones . Examples of such methods include ADADELTA [ 4 ] , RMSPROP [ 5 ] , ADAM [ 6 ] , and NADAM [ 7 ] .	166228264	no
Training time per epoch . We report the average training time per epoch in Table 3 . We decided to only compare the training time per epoch since all hyperparameters were solely optimized for accuracy and the used early stopping criterion is very generous . Obviously , ( exact ) PPNP can only be applied to moderately sized graphs , while APPNP scales to large data . On average , APPNP is around 25 % slower than GCN due to its higher number of matrix multiplications . It scales similarly with graph size as GCN and is therefore significantly faster than other more sophisticated models like GAT . This is observed even though our implementation improved GAT 's training time roughly by a factor of 2 compared to the reference implementation .	67855539	no
"For this same reason , one can only construct what its originator calls "" rough scenarios "" ( Weimer - Jehle 2006 , p. 359 ) . Weimer - Jehle , the originator of the CIB method , also notes that since expert data not only supplies the information for the pairwise judgments but also structures the logic of the system itself , CIB analysts should keep the uncertainties surrounding such data firmly in mind . Because the analysis relies so completely on expert judgments , it is crucial that those judgments be gathered in such a way that they are serious and carefully considered , and not "" the result of little reflected guessing "" ( Weimer - Jehle 2006 , p. 359 ; see Sects . 3.1 and 3.2 ) . 8 An additional possible drawback to the CIB approach is that it may be more demanding for the analyst , or party convening the scenario exercise , than the Intuitive Logics method : Surveys of experts take time , effort , and commitment of the CIB analysts , plus the cooperation and commitment of experts completing the surveys . All of this , versus the relatively simple task of inviting experts together for a workshop or meeting to discuss a variety of possible scenarios - as is done for the Intuitive Logics approachseems to require a distinct difference of effort by the conveners of the two approaches . In addition , it is possible that more is demanded of the experts in question ; in the CIB method , they are put on the spot and asked to semi - quantify forced judgments in pairwise interactions or correlations , which can be a daunting task in comparison to an open discussion of the same . On the other hand , much is also demanded of experts in the Intuitive Logics method ; they are required to entertain various largescale collections of variables in alternate global scenarios . It may be too early to say which approach is more demanding , but the CIB method , as carried out in the climate case by Schweizer and O'Neill ( 2013 ) , proved to be fairly demanding , as it required developing instruments and protocols to define the scope of the scenarios as well as to collect 1,404 distinct judgments , recruitment of experts to participate in the exercise asynchronously , and data entry of the experts ' responses into a CIB software package . We may wish to say that this level of detail is actually the strength of the approach ; nevertheless , that does not change the fact that it is costly to achieve ."	797453	no
Funding The data in this paper were collected as part of a wider research project into corporate tax practices , funded by the University of Reading . The overall project benefitted from a financial contribution by Deloitte toward the cost incurred in conducting the study . The study was designed and conducted solely on the guidance and principles of academic faculty at the University of Reading and in accordance with the ethical guidelines stated above .	158680894	no
In an initial test , we fed the algorithm only with emitterrelated parameters from the systems included in this study ( i.e. , no host - related data was considered ) . Clear correlations of a were observed with various parameters ( N E , MW E , L E , and the dimensions of the emitter molecules , x E , y E , and z E ) . We note that the correlation between a and N E is likely to come from clustering of the data , since we took N E = 100 wt% for neat films and its largest value in doped films was 30 wt% . The only parameters with statistically significant coefficients in the multiple linear regression were MW E , L E , z E , and N E , in that order	236774690	no
As one of the popular topics in Natural Language Processing , many different approaches to achieve sentiment analysis have been proposed . One algorithm is to consider sentiment analysis as a classification problem - determining a Tweet as positive , negative , or neutral / subjective or objective . Bertrand et al . ( 2013 ) implement the classifiers using the Natural Language Toolkit ( NLTK ) , train feature sets with different labels , and generate sentiment measure by combining the output value of each feature set . Neppalli et al . ( 2017 ) use Naive Bayes and Support Vector Machine as the two supervised machine - learning classifiers and use a combination of bag - of - words and sentiment features as input to the model . Gandhe et al . ( 2018 ) propose a hybrid approach that combines supervised and unsupervised learning in the sentence - level sentiment analysis model . This method takes partially labeled training data as input and allows researchers to classify unlabeled data based on lexical methods . The other type of sentiment analysis algorithm is list - based instead of classifier - based . The sentiment value of words in the annotated wordlist is predefined , and the initial seed of annotated sentiment words is grown by techniques like clustering . Nielsen ( 2011 ) has developed such a list by manually examining Tweets with high sentiment values and adding the antonyms / synonyms of such sentiment lexicon to the list . This sentiment - word list has 2477 unique emotional words ( mathematically ranging from +5 to − 5 ) . It is worth noted that Nielsen 's matching approach performs better than the more comprehensive list , Affective Norms for English Words ( ANEW ) , developed by Bradley and Lang ( 1999 ) .	236251116	yes
Informed Consent Not applicable . This article does not contain any identifiable personal data .	235459410	no
RiceGrip in Real World . In this environment , we need to come up with a sequence of grip configurations , where each grip contains positions , orientation , and closing distance . The method to sample the candidate control sequence is the same as when generating training data of RiceGrip , and N fill is chosen as 768 . Different from the previous case , the physical parameters are always unknown and has to be estimated online . After selected the best performing control sequence , we first use RMSprop optimizer to optimize the control inputs for 20 iterations using a learning rate of 0.003 . We then use model - predictive control to apply the control sequence to the real world using Algorithm 1 , where N is selected as 10 .	52917627	no
The order of all of the preceding questions was fixed . This is because we were interested in the true / false judgments of our target counterfactuals by scientists who were aware of modal distinctions and their own views about the ( im)possibility of non - integer rabbits ; we wanted our respondents to evaluate the counterfactuals right after they had said one of their assumptions was , or was not , impossible . This meant that we could only collect this data after we had first introduced our participants to the distinction between nomic and metaphysical possibility and solicited their judgments about the modal status of non - integer rabbits . We could have varied the order of ( 3 ) and ( 4 ) , but we did not . We do not claim that our data is independent of the order in which we asked the questions .	255802252	no
More generally , it is questionable whether this bias , however it is described , covers the formation of delusional beliefs in the way envisaged . Consider a case of anosognosia where , for example , a subject denies that her left arm is paralyzed . There may be an absence of experienced motor failure to alert the subject to the issue . Nevertheless , there are also a whole range of experiences - seeing the arm inactive while still feeling sensation through it , failures to clap , and so on - where there is observational data crying out to be explained . If there is a bias at work here , it is not properly characterized as privileging what is observed ( Davies et al . , 2005 , pp . 217 - 227 ) . Equally , as Davies and Coltheart point out , if subjects with delusions had a straightforward bias in favour of observational adequacy so understood , we would expect them to be taken in far more frequently by visual and other illusions . There is no evidence that this is so ( Davies & Coltheart , 2000 , pp . 25 - 27 ) .	237820651	no
Future work should include improving the complexity of the modeling techniques introducing theory of Recurrent Neural Networks that might capture better the correlation of the predictors and their evolution in time . For instance , the possibility of including mobility data at the AACC level and for a number of years can contribute largely to improving the predicting capabilities of the model .	233916124	no
"By using a transparent risk model the cycle from data preparation to evaluation can be done interactively with all actors involvedincluding data analysts and inspectors . Of course , this can be done with just a limited amount of persons . It will be a transparent process for the few . The challenge here is how to entice the larger part of the organization to understand the reasoning behind the model . This means that ' evaluation ' and ' justification ' will be long - lasting processes . These processes will have two functions : improving the model and spreading the word ( "" networking knowledge "" ) ."	239658990	no
By preparing solutions , containing different concentrations ( 100 fm to 10 nm ) of the miRNA miR-19b and miR-20a , incubating them at 37 ° C and applying them to the functionalized channel , different calibration curves were recorded ( Figure 2 , Figures S15 and S16 , Supporting Information ) . By fitting the measured data points to a four or five - parametric sigmoidal curve , a LOD of 10 pm equivalent to an amount of 500 amol of miRNA , was achieved for the miR-19b within 3 h incubation   Time dependency of the CRISPR - based off - chip miRNA targeting . a ) Calibration curve of the off - chip cleavage scenario for 1 h , using the miR-19b as a target miRNA . The reporter RNA ( reRNA ) is applied at a concentration of 250 nm , for the enzyme Cas13a and the crRNA : a ) concentration ratio of 1:2 and 1:4 with respect to the reRNA is used , respectively . The results are fitted with a five - parametric logistic fit , gaining a limit of detection of 18 pm with an interassay coefficient of variation ( CV ) of below 9 % . With n = 4 replicates , error bars represent ± SD . b ) Off - chip calibration curve , as described in ( a ) , using the miR-19b as target miRNA . The incubation time for the cleavage process was 3 h. The results are fitted with a four - parametric logistic fit , resulting in a limit of detection of 10 pm , along with a CV of below 10 % . All error bars represent ± SD of n = 8 replicates . c ) Calibration curve of the off - chip cleavage method as in ( a ) , using the miR-19b as target miRNA . The incubation time for the cleavage process was 24 h. The results are fitted with a five - parametric logistic fit , resulting in a limit of detection of 2 pm and a CV of below 8 % in the dynamic range . All error bars represent ± SD of n = 4 replicates . time and an overall interassay coefficient of variation of less than 10 % ( Figure 2b ) . As the cleavage of the reporter RNA is a time - dependent process , the prolongation of the incubation increases the amount of cleaved RNA and , therefore , reduces the amperometric signal ( Figure S14 , Supporting Information ) . To decrease the limit of detection furthermore , a calibration curve with an extended incubation time of the mixture solution for 7 h ( Figure S15 , Supporting Information ) and 24 h is recorded ( Figure 2c ) . Contraintuitive , we could not observe an improvement of the LOD for a 7 h cleavage time . In our opinion , this is due to the very low concentration of the target miRNA and the therewith resulting lack of active Cas13a enzymes in the solution . This leads to an unsatisfactory total catalytic activity of the effector with a very low reaction rate , which is not sufficient for a further significant signal reduction at very low concentrations of the target miRNA within 7 h of incubation . Comparing the different cleavage times in terms of sensor performance , a minimum LOD of 2 pm was achieved after a 24 h incubation , while a maximum dynamic range of roughly two orders of magnitude can be seen , at a cleavage time of only 1 h , along with a LOD of 18 pm ( Figure 2a ) . In general , the longer the cleavage time , the lower the limit of detection and the lower the dynamic range of the resulting calibration curve ( Table S6 , Supporting Information ) . With that , our CRISPR / Cas13a - powered biosensor is able to reach the stated LOD of 10 pm after 3 h , showing its capability to detect picomolar concentrations of miRNAs , without any preamplification procedure of the target miRNA , while consuming reagent volumes less than 0.6 µL per incubation .	204966460	maybe
To acquire domain / ellipsometric knowledge , the SUNDIAL is first trained offline on a large amount of simulated data which however may significantly deviate from the real - world experimental data . We applied data augmentation to increase the robustness of the trained model . The protocol is as follows : 1 ) Shift the input left or right randomly by a few wavelength which is not greater than 3 in our experiments ; 2 ) Multiply the input features by a small random scale ( 1 + g * N r ) , where g is a random number generated from a standard normal distribution , and N r denotes the noise level not greater than 10 −3 here .	232201390	no
DFT Calculations : All spin - polarized calculations were carried out via using the Vienna Ab - initio Simulation Package ( VASP ) package . [ 29 ] The projector augmented wave ( PAW ) [ 30 ] pseudopotential and the RPBE exchange - correlation functional [ 31 ] were used in the calculation with a 500 eV cutoff energy . More relevant details , references , and data are given in the Supporting Information .	103905968	yes
In this framing , 5 G in part causes the problem to which it is presented as being the solution ( i.e. dramatic traffic growth ) . The dominant view in our corpus however is that 5 G efficiency improvements can indeed counteract traffic growth and its energy use implications and so render mobile networks sustainable . The requirement for action that stems from this framing is to ensure that 5 G energy efficiency improvements and other measures ( e.g. renewable electricity purchasing ) are sufficient to render the data traffic growth that is at least partly caused by 5 G sustainable .	254302320	no
We examine the correlations between demographic profiles and mobility behavior to explain heterogeneity across communities predicted by the meta - population model and our pro - posed BD model ( Fig . 1e ) . We find that the percentage of older adults negatively correlates with per capita mobility ( r = −0.29 ) , and thus neglect of demography - specific mortality risk will lead to inaccurate estimation of risk for different age groups . By contrast , our proposed BD model finds differences in mobility behaviors outweighed by the change in IFRs due to age structure and predicts higher mortality risk in communities with higher percentages of older adults , consistent with previous research ( 24,40 ) . Moreover , communities with lower average household incomes and higher percentages of essential workers are associated with higher levels of mobility , likely following from limitations in their ability to significantly reduce mobility during the pandemic ( 26,31,32 ) . Therefore , both the meta - population model and proposed BD model reproduce higher risk associated with low - income communities , while the risk associated with essential worker percentages remains complicated due to the joint effect of demographic and mobility profiles , e.g. , essential workers generally have higher mobility but younger demographic profiles . In view of this , considering the joint effect of both mobility behaviors and demographic profiles should enable improved prediction of the heterogeneous risks facing different communities . By incorporating both into the epidemic model and utilizing large - scale real - world mobility data for calibration , the proposed BD model is effective in generating accurate daily predictions and capturing heterogeneous risks faced by distinctive communities and provides a framework from which we can analyze the impact of differing vaccine distribution strategies on social utility and equity .	244102867	no
Experimental insight can provide guidance into which systems are synthesizable , allowing selection of materials , but , further , experimental data are incredibly important both for validation of predictions , and revisiting of approaches , and to build databases of materials and their properties for training by ML models . Here , automation and robotics provides the potential to vastly increase the scale , and decrease the timescale , with which data are collected . Integrated programmes can best utilize this opportunity , ensuring that data are collated and archived in a consistent fashion , including the recording of the system , the synthesis conditions , and any known details of the structure and properties . Very often , this information is not recorded electronically and certainly not made open - source . Computational www.advancedsciencenews.com	231871676	no
Limitations and future research Our study is not exempt from limitations , many of which offer opportunities for future research . First , we selected a particular set of potential factors which will affect the success of business transformation . We also selected a particular theoretical framing focused on the direct impact of a factor on the transformation . However , we admit that there might be additional and alternative factors such as organizational culture and trust , and arguments on how they affect the transformation . Extending our framework with additional theorizing might enable future research to further tease out the critical factors for the success of the transformation . Second , the effects of individual behavior on organizational transformations in difficult times were underexplored in our study . The micro - level of analysis may provide additional insights into how managers should make decisions in times of crisis and this should be incorporated in future research . Third , similar to other qualitative research on COVID-19 related business transformation , data in our study is subjective . We tried to overcome the potential bias in our interviewees ' responses by considering companies in a variety of industries and interviewing multiple people from different departments in each company . Future research might focus on one company and obtain detailed financial data for testing hypotheses .	245617006	no
Regarding the thermal stability , the fabricated solar absorbers were characterized in terms of their phase , morphology , and optical properties before and after annealing them at 600 ° C for 7 days at a vacuum pressure of ≈5 × 10 −3 Torr using a tubular furnace . The XRD patterns were obtained using a PANalytical multipurpose diffractometer with an X'Celerator detector and Cu Kα radiation ( λ = 1.54056 Å ) operating at 45 kV and 40 mA. Raman scattering spectra measurements were carried out on a T64000 Raman system ( Horiba Jobin Yvon ) at room temperature . The excitation source was the 514 nm laser line of an air cooled Ar - ion laser . The thickness of the cermet fi lms were measured with an Alpha - step 200 Profi lometer ( Tencor ) . The growth rates of metal and dielectric layers were measured by a quartz crystal monitor equipped in the sputterring system . The morphology and roughness of the fi lms were measured with a Veeco Dimensions 3000 AFM . The spectral bidirectional refl ectance were measured at room temperature with a spectrophotometer by Varian ( Cary 500i , angle of incidence 8 ° , absolute spectral refl ectance accessory ) covering the wavelength range of 0.3 - 1.8 µm , and with an FT - IR Spectrometer by Thermo Scientifi c ( Nicolet 6700 , angle of incidence 12 ° ) covering the wavelength range of 1.8 - 20 µm . The latter ( relative measurement ) required a reference with known spectral refl ectance , which was chosen to be a specular gold mirror ( Thorlabs ) . The indirectly obtained emittance values of solar absorbers from spectral refl ectance data measured close to room temperature signifi cantly underestimated the emittance at elevated temperature because it ignored the temperature dependence of the dielectric constants . [ 2,16 ] For that reason , the solar absorptance and total hemispherical emittance of a fabricated solar absorber ( S - W / SS ) with thermally stable and most promising spectral refl ectance data was directly measured at elevated temperatures ( up to 500 ° C ) using simple steady state calorimetric methods . [ 16 ] The sample was attached to a heater assembly and suspended in a vacuum chamber . The electrical heater power input was directly related to the radiation heat loss from the sample surface . Thus , the total hemispherical emittance could be calculated with the electrical heater power inputs and the measured sample and surrounding temperatures . The solar absorptance was measured at elevated temperatures using a solar simulator . The sample / heater assembly was suspended in the vacuum chamber facing a viewport allowing the solar simulator beam to irradiate the sample surface . The solar absorptance could be obtained by varying the incident radiation power onto the sample and measuring the corresponding electric heater power adjustments to maintain the sample surface at a constant temperature .	98438953	no
We verifi ed this effect fi rst by measuring the conductivity of a pristine PCBM fi lm and a PCBM fi lm containing a controlled amount of I − . The latter was realized by adding a Adv . Energy Mater . 2016 , 6 , 1501453 www.MaterialsViews.com www.advenergymat.de wileyonlinelibrary.com methylammonium iodide ( MAI ) solution ( 10 mg mL −1 in isopropanol ) to the pristine PCBM solution ( 30 mg mL −1 in CB ) with a ratio of 1:30 . In Figure 6 a , we compare the J -V plot of the two fi lms . For this test we chose symmetric gold contacts with a channel length of 200 µm in order to avoid contact resistance effects . The addition of the MAI salt to the PCBM results in a markedly increased conductivity , which changes from 6.43 × 10 −7 S m −1 for the pristine fi lm to 4.35 × 10 −6 S m −1 for the PCBM / MAI fi lm . This effect may be ascribed either to a chemical doping of the PCBM , i.e. , an excess of free carriers , or to an improved mobility , or both . In order to get deeper insights we tested the electronic properties of a PCBM fi lm and a PCBM / MAI fi lm in top gate / bottom contact fi eld - effect transistors ( FETs ) . By comparing the measurements ( Figure 6 b ) of the pristine PCBM and the MAI doped devices , we are able to extract useful information regarding the PCBM interaction with ions that validate the aforementioned PCBM / perovskite interaction . The extracted saturation mobility ( at V G = V D = 60 V ) results in being 5.9 × 10 −2 cm 2 V −1 s −1 for the pristine PCBM transistor - in agreement with literature values [ 27,28 ] -and 0.15 cm 2 V −1 s −1 for the doped PCBM / MAI device . The latter value is more than two times higher than the pristine PCBM one . The pristine PCBM device shows poorer subthreshold slope values and a higher threshold voltage ( 36.3 V , which reduces to 8.1 V upon doping ) , likely owing to deep trap states . The holes current tail exhibited at low gate voltages in the saturation regime by the pristine PCBM device ( V D = 60 V curve in Figure 4 c ) disappears in the MAI doped one , resulting in a suppressed hole conduction . At the same time , a marked increase of the nongateable OFF current in saturation in the MAI doped devices denotes a conductivity increase of the semiconducting fi lm , confi rming the results reported above for the two terminal devices ( in the linear regime the OFF currents are at the level of leakage and can not be compared ) . The generally increased performances ( Table 2 ) of the doped device , with respect to the pristine one , can be attributed according to the literature [ 29 ] to an increased concentration of excess carriers , as a consequence of chemical doping which shifts the Fermi level closer to the LUMO level of PCBM . To confi rm this we used ultraviolet photoelectron spectroscopy ( UPS ) to investigate the energy levels of the same fi lms used in the transistors ( Figure 6 c ) . The limited penetration depth characteristic of UPS makes this investigation more suitable to explain the FET data , where a nanometer thick channel accumulates at the Adv . Energy Mater . 2016 , 6 , 1501453 www.MaterialsViews.com www.advenergymat.de   semiconductor - dielectric interface , rather than the two terminal samples data . By linear extrapolation from the high binding energy region of the spectrum we derive the position of the Fermi level for pristine PCBM and for the PCBM : MAI fi lm to be , respectively , at −4.27 and −4.13 eV. This is a relatively small but consistent shift of the Fermi level toward the vacuum level when the methylammonium salt is added to the fi lm , indicating a clear n - doping effect . From the Fermi level position , as a fi rst approximation , we have estimated the charge carrier density at thermal equilibrium in both fi lms on the basis of a single - crystal lattice model . [ 30 ] In the case of the pristine PCBM we determined an electron density of 2.5 × 10 11 cm −3 ; while for the PCBM : MAI fi lm a concentration of 5.7 × 10 13 cm −3 , two orders of magnitude higher respect to the pristine sample ( see the Supporting Information for the calculations ) . Thus , in the transistor deep trap states are fi lled by chemically introduced excess carriers , and as a consequence , for the same applied gate voltage , electrostatically accumulated carriers in the channel occupy more mobile states , thus producing a net shift in the threshold voltage and an increased fi eld - effect mobility . These results confi rm the interaction between ions and the PCBM that occurs at the interface between the perovskite and the PCBM , with the increased conductivity of the PCBM phase owing to an increased number of free carriers induced by I − doping .	97979989	no
