corpusid,section,subsection,section_pos_in_pct,text,Yes,No,Maybe,Keyword
233438695,24/62,1,0.387,"Available **data** such as census data, density maps, social diversity maps, and deprivation maps were used and overlapped to identify potential urban areas. In London 10 areas of Green Park, Hallow Road, Casenove, Green Street West, Green Street East, Kilburn, Finsbury Park, Dalston, Bethnal Green, and The Lane (Peckham), and in Berlin 9 areas of Klausenerplatz, Moabit West, Moabit Ost, Brunnenviertel, Helmholtzerplatz, Samariterkiez, Boxhagenerplatz, Oranienstrasse, and Wrangelkiez were shortlisted. After on-site observations and further investigations against the defined criteria, two neighbourhoods of Kilburn and Bethnal Green in London and Klausenerplatz and Samariterkiez in Berlin were identified as appropriate case studies.",0,1,0,
149639803,18/19,1,0.947,Data accessibility. All study **data** and analysis scripts are freely available on the Open Science Framework (https://osf.io/ gsfrj/).,1,0,0,"Data accessibility, All study data and analysis scripts are freely available on"
58646123,18/26,1,0.692,"Table 2 .
 2Key characteristics of soil **data** used.Variable",0,1,0,
250031081,15/65,1,0.231,"Furthermore, the crystallite size of NC 1 as compared to TZP-pure was determined using the **data** obtained by XRD analysis [48] following the Scherrer Equation (1):
 D = Kλ βcosθ(1)
 where D = average size of crystallite size, K = Scherrer constant ""(i.e., 0.68 to 2.08, 0.94 for spherical crystallites with cubic symmetry)"", λ = wavelength of X-ray, CuKa2 = 1.5406 Å, β = the line broadening at FWHM in radians which describes the transmission characteristics of an optical band-pass filter and θ = Bragg's angle.",0,1,0,
251843619,12/73,1,0.164,"To enhance the value of the integration between our qualitative and quantitative methods, we developed a joint display to support the interpretation and reporting of this mixed methods study. 30 Key survey findings were integrated with the themes and subthemes identified from the interviews to facilitate the interpretation of the **data** and refine our themes. The integrated findings from the survey and the interviews were summarised and sent to all survey and interview participants for their review and feedback. Additional details regarding the methods can be found in online supplemental file 3.",0,1,0,
49473319,3/10,1,0.3,"Our results showed that both the sloped (SD) drip culture platform design, and the multi-level horizontal design (MLHD) produced significantly higher rates of NO 3 uptake when compared to the totally submerged controls (SUB). Additionally, the bag-pouch vertical drip culture Table 2. Biomass **data** passed normality (Shapiro-Wilk; P = 0.087) after log transformation and equal variance tests (Brown-Forsythe; p = 0.682). Two-way Analysis of variance of the JSM fertilizer concentrations (1X, 2X, 4 X and 8X) and cultivation design (MLHD, BPVD, SD, SUB) on the daily growth rate of U. compressa. Ã The mean difference is significant at the 0.05 level. Land-based drip-irrigated culture of Ulva compressa Table 3.",0,1,0,
251843619,5/73,2,0.068,"The second component of the survey included an assessment of general capacity for implementation, measuring domains such as: general availability of resources and needed infrastructure, organisational climate and staff capacity. We used an adapted version of the validated Organizational Readiness for Change Assessment tool, 20 whereby the tool was shortened to minimised respondent fatigue. Questions under each domain were prioritised based on relevancy to the context of QI. Participants were asked to provide qualitative feedback regarding their readiness to implement the PC-QIs and to confirm their willingness to be contacted for a future interview. Survey development and **data** collection was supported via a web-based platform called 'Qualtrics'. 21 A copy of the survey is available (see online supplemental file 1).",0,1,0,
249258070,95/119,1,0.798,"Results of the augmented Dicky-Fuller test for unit root are displayed in Table 2. For each type of reactive and proactive activity, coefficients and significance tests are reported for the observed pre-COVID trends in the data. For violent crime calls, calls for disorder incidents, and servicerelated calls, the trend parameters prior to COVID-19 are insignificant (p > .05). There are significant increased trends pre-COVID-19 for property crime calls, self-initiated DRT activities, and self-initiated special crime investigation unit activities (t > 0, and p < .05). There are significant decreased trends pre-COVID-19 for suspicious incident calls, traffic-related calls, non-crime events, and self-initiated patrol activities (t < 0, and p < .05). However, results for each of the augmented Dickey-Fuller tests reject the null hypothesis that there is a unit root in the time series **data** (p < .001). Experiments with fewer or more lags (1 to 3) produced the same conclusion. Even though there were some observed increased or decreased trends in police activities prior to COVID-19, it can be concluded that the time series **data** are stationary overall.",0,1,0,
221882100,3/15,1,0.2,"The Preferred Reporting Items for Systematic reviews and Meta-analyses (PRISMA) guidelines were followed while conducting this systematic review and meta-analysis. (8) The protocol was according to eligibility criteria. The same reviewers (HK and GS) then independently extracted the **data** into excel sheets. The studies were then evaluated and cross-checked by a third reviewer (RA). Any discrepancies were discussed until consensus was reached. Data extracted from the studies included: author, date of publication, study design, sample size, study country, and participant characteristics, including age (0-18yrs), sex, clinical symptoms, and laboratory results.",0,1,0,
61746294,1/23,2,0.043,"In another study, [10] carried out a study on information provision and dissemination patterns among migrants' fisher folks in Cross River estuary, Nigeria. Survey design was used for the study. Population of the study consisted of artisanal fisher folks scattered in 68 fishing villages. Random sampling was used for the selection of fisher folks. Instruments for **data** collection were semi-structured questionnaire and interview. Descriptive statistics such as simple percentages were used to analyze the data. The findings revealed the preferred information channels to fishermen as radio and extension agents. The researchers articulated the reasons for preferring these information sources as radio accessibility, reliability and affordability while the strength of extension agents as information source lies in their ability to make information clear and also are best suited to offer knowledge. Some fishing community areas of Nigeria has been studied, but these local government areas have not benefited from such studies.",0,1,0,
119080499,19/30,1,0.633,"The optical absorptivity spectra for samples of LaH x and NdH x were also measured by Peterman et al. [36] at 4.2K at near-normal incidence. From the absorption data, they deduced the real and imaginary part of the dielectric constant, and hence the optical conductivity by using Kramers-Kronig analysis. They found a relatively broad feature for LaH 2.87 . However, their samples were polycrystals and the use of Kramers-Kronig analysis might enlarge the **data** uncertainties. On the other hand, a more recent and accurate measurement reported by Griessen et al. [39] sheds new light on the optical conductivity curve. The optical transmission spectra of the insulating phase YH 3−δ were measured as functions of the photon frequencyhω and of hydrogen vacancy concentration δ. The effect of the vacancy appears to reduce the overall transmission spectra quite evenly between hω = 0.5 eV and 2 eV. In our theory, the δ-dependent conductivity σ(ω) athω < 2.8 eV mainly determined by the optical transition from the vacancy state to the conduction bounds. The transition energy from the valence bands to the vacancy state is larger because of the larger energy difference between the two states and because of the Coulomb repulsion of the doubly occupied electron states on the same vacancy site. Since the vacancy state is highly localized, the transition matrix largely depends on the density of states of the conduction bands, which is expected to lack pronounced feature.",0,1,0,
126349038,21/28,1,0.75,"Fig. 9
 9Axial variation of flow variables in SDTV (left column) and BKTV (right column) cores obtained using S1 through S4, and mean code with P E jj bars is compared with experimental **data** with U D bars for b 5 20 deg. The SDTV onset at x 5 0.077 and BKTV onset at x 5 0.4 are shown in radial location (R) subplot.",0,1,0,
17671315,26/32,1,0.812,"Figure 4 :
 4a) The graph of the function ε r (x) for which the **data** are computationally simulated via solution of the forward problem",0,1,0,
207778550,8/48,1,0.167,"It can happen that no matter how hard evaluators attempt to apply rigorous evaluation procedures faithfully, and to track down, adjust, and include all the different sources of uncertainty known to them (including their correlations) for the various experiments considered, the resulting evaluated uncertainties may still appear to be inconsistent with the input data, and thus will be perceived as unacceptable by **data** users. Most often, these evaluated uncertainties are perceived as being too small, as mentioned above.",0,1,0,
53380409,64/119,1,0.538,"new heavy resonances decaying into different pairings of W, Z, or Higgs bosons, as well as directly into leptons, are presented using a **data** sample corresponding to 36.1 fb −1 of pp collisions at ffiffi ffi s p ¼ 13 TeV collected during 2015 and 2016 with the ATLAS detector at the CERN Large Hadron",0,1,0,
207778550,31/48,4,0.646,"In a series of irradiations at Karlsruhe Intitute of Technology (KIT), neutron capture reactions for a 25-keV Maxwell-Boltzmann neutron energy distribution were studied, mainly for reactions that are relevant for s-process nucleosynthesis. AMS **data** obtained from such identical activations are used here, but they were converted into 30-keV MACS values for a direct comparison with TOF data. TOF measurement techniques have been well-established for several decades. In TOF, usually the prompt signature from the de-excitation of the reaction product is measured and used to generate a cross-section value. This approach involves different and also more sophisticated **data** processing procedures compared to AMS. The TOF **data** plotted here are based on measurements at ORELA ( 35 Cl, 40 Ca and 58 Ni) and n TOF/CERN ( 54 Fe and 58 Ni). In the activation reaction studies for AMS, the irradiation setup was designed such that the integrated neutron energy distribution resembled closely a Maxwellian distribution. Thus the measured cross section approximated an energy-averaged value. In TOF the energy-dependent cross sections are folded with the respective neutron flux energy-distribution for the MACS. There are no correlations between these two techniques. We find a systematic deviation between the two methods as seen in Table X. AMS **data** are systematically lower by about 11% compared to TOF **data** for these four reactions. In general, AMS measurements are normalized to reference materials which are independent from each other, and thus there is no correlation in AMS between different reactions. AMS and TOF **data** were both acquired at two different laboratories (Univ. of Vienna and TU Munich, and ORELA and n TOF, respectively). Currently, it is not known what the cause for this systematic deviation could be. The uncertainties of these ratios are generally lower than the observed deviation, leading to a potential estimate of an USU value. For instance, a numerical value for an USU contribution could be assumed to be the minimum deviation that make all measured **data** statistically consistent. If so, this could be estimated to be 5-7%.",0,1,0,
249258070,51/119,4,0.429,"The breakdown of self-initiated activities across these three units were 64.2% for patrol, 17.5% for special crime units, and 18.3% for the differential response team. Unfortunately, the HPD CFS **data** do not provide detailed information about the nature of self-initiated activities, such as offense or incident type for patrol officers. Activities performed by specialized crime investigation and DRT officers might be deduced approximately using the division information. But to further breakdown the activity to specific units produces small frequencies of specific offenses, which would have been insufficient to conduct meaningful analysis. For example, there were only 338 self-initiated activities recorded under gang division, and 165 self-initiated activities recorded under robbery division during the study period. The **data** do include some information on dispositional outcomes of police self-initiated activities. The most frequent type of action for self-initiated activities is ""collecting information"" for each of the three types of police units. The disposition of ""collecting information"" is used in instances where the incident is resolved without needing to generate an offense report or referral for further investigation. Some examples are if the officer resolves the issue by mediation, the complaint is a civil issue rather than criminal, or if it is to provide further information about an offense report that already exists. Other self-initiated actions include making an offense or supplementary report, making an arrest, issuing tickets, etc.",0,1,0,
118420717,3/10,2,0.3,"• From the simulation the quantities α, A(t), B(t) and Γ(t) are calculated using the filtered elements. Numerical forward differentiation with four **data** points was used to computeṗ andq.",0,1,0,
55185767,7/16,1,0.438,"Let us now treat the case that Y is VG, using terminology and results from Section 5. Let us first suppose that the definable functions which take values in VG and which appear in the build-up of f (namely in the forms of generators (2) and (3) of Section 3.1) are linear over X, that W is the definable set
 (4.1.2) {(x, y) ∈ X × VG | α(x) ≤ y β(x)}
 where is < or no condition and where α, β : X → VG are definable functions, and that all other build-up **data** of f (namely, generators (4) of Section 3.1 and h and e as in (3.2.1)) factor through the projection W → X. Then the conclusion follows from Lemma 4.1.2. Indeed, for any K in Loc 0 , any x ∈ X K and any ψ in D K , f K,ψ (x, y) is a finite sum of terms T i of the form
 (4.1.3) c i,K,ψ (x)y a i q b i y K
 for integers a i ≥ 0, rational numbers b i and c i in C exp (X). The integrability of f K,ψ (x, y) over y in W K,x is automatic when is < and we get g from Lemma 4.1.2. When is no condition, we regroup the terms if necessary, so that the pairs (a i , b i ) are mutually different for different i. By observing different asymptotic behavior of these terms for growing y, we may consider the subsum i∈J T i with i ∈ J if b i < 0. This time we apply Lemma 4.1.2 to this sub-sum to find g.",0,1,0,
119080499,14/30,1,0.467,"The localized nature of the vacancy state in LaH x is consistent with the temperature dependence of the d.c. resistivity **data** at room temperatures, which has a temperature depedence consistent with variable range hopping [11]. Localized states are a prerequisite for variable range hopping. In the next section we will discuss the electronic band width of the vacancy states.",0,1,0,
207778550,20/48,1,0.417,"In the following discussion, it is assumed that the evaluation methods employed are based on the least-squares approach, e.g., as embodied in code GMAP [49]. The estimated USU contributions, when significant, need to be introduced as components of augmented covariance matrices associated with all the input experimental data. It has been shown by Capote and Neudecker [78] that when more than a one-dimensional quantity is to be evaluated (e.g., energy-dependent cross sections), the evaluated mean values, as well as the derived covariances, will be altered by the use of augmented covariance matrices that include the USU contributions. This is intuitively evident because a change in the inclusive **data** covariance matrix changes the effective weighings of the input **data** points and this will alter the evaluated mean values. Therefore, a-priori determined USU contribution (e.g., as done for a one-dimensional quantity 252 Cf(sf) ν tot , see Sect. V A below) cannot be added a-posteriori to evaluated uncertainties while keeping the originally evaluated mean values. Instead, the evaluations need to be repeated including these augmented covariance matrices that contain an USU component in the experimental covariance matrix.",0,1,0,
17671315,5/32,2,0.156,"Since the radar/target distance is provided by GPS with a good accuracy, geometrical parameters of targets, including their depths, are not of an interest here. The main goal of the publication [24] was to calculate ratios R of dielectric constants
 R = ε r (target) ε r (bckgr) ,(1)
 where ε r (target) is the dielectric constant of the background medium. If ε r (bckgr) is known, then (1) enables one to calculate ε r (target). If a target is located above the ground, then ε r (bckgr) = ε r (air) = 1. Unfortunately, dielectric constants were not measured during the **data** collection process. Therefore, the authors of [24] had no choice but to rely on tables of dielectric constants [32, 33] when evaluating the accuracy of results. In our mathematical  
 R = max [0,1] R(x) if R(x) ≥ 1, ∀x ∈ (0, 1), min [0,1] R(x) if R(x) < 1, ∀x ∈ (0, 1).(2)
 Hence, in (1) we actually have R := R, and by (2) ε r (target) = Rε r (bckgr).",,,,
235829209,47/47,1,1,"they represent conservative Hamiltonian systems, while the surrogate models established from **data** are usually not. The lack of symplecticity can result in artificial damping or excitation in long-term transformations. The established surrogate models should not be used for the DA computation. However, while constructing data-driven chaos indicators, surrogate models were only used to characterize the sensitivity of transformations to their initial conditions. Even if the transformations are not perfectly symplectic, it does not affect such applications. Due to the lack of a real physics model, this chaos indicator cannot replace the diffusion rate obtained with the FMA, which measures the regularity of resonant motions of a nonlinear dynamical system. Using this indicator as the optimization objective might not be as competitive as the direct tracking-based optimization if not taking the computation cost into account. This method",0,1,0,
19033986,14/28,1,0.5,"We explored how DM can interpret the excesses in e ± cosmic rays measured by FERMI, PAMELA and HESS. The results of the HESS and FERMI **data** indicate two specific things for any DM interpretation. First, the spectrum becomes steeper at around 1 TeV implying the scale of DM needs to be around a TeV. Second, the FERMI **data** is smooth from 100 GeV to around a TeV implying that a light DM explanation of PAMELA is inconsistent with the FERMI data.",0,1,0,
119080499,18/30,1,0.6,"We performed a finite size calculation with lattice size of 15 × 15 × 15a 3 0 based on the model Hamiltonian (17). Numbers of states in the band structure of LaH 3 and LaH 2 are counted as a function of energy. The discrete densities of states were smoothed out by replacing delta peaks with Lorentzian distribution curve of width Γ = 0.3 eV. Our results for LaH 2 and LaH 3 are similar to the previous theoretical calculations by Gupta and Burger [36,38]. In Fig. 15, the pronounced two-peak structure is associated with the flat region of hydrogen bands near symmetry points X, L, K (refer to the band structure Fig. 9 and 10) while the small bump at the zero energy in LaH 2 is associated with the La band near symmetry points W and K. Experiments showed that the small bump shrinks as hydrogen concentration increases and eventually disappears when the sample approaches the trihydride. However Gupta and Burger expected a metallic state for LaH 3 from their LDA calculation which ignored electron correlation. In our calculations, the density of states goes to zero at −2.2 eV, indicating an insulating behavior for LaH 3 . However, the calculated widths for LaH 2 and LaH 3 are considerably smaller than the experiment results, a discrepancy similar to that in the LDA . The experimental **data** also shows a shift of the lowest energy peak when the concentration increases. The positions of calculated peaks do not significantly depend on the concentration and does not agree to the experiment. The origin of these discrepancies is not clear. Since our theory uses some parameters extracted from LDA, similar features except for the band gap may be expected from both theories.",0,1,0,
12790199,1/21,1,0.048,"Speech interaction allows humans to convey complex beliefs and desires efficiently. Thus, speech interfaces are a natural candidate for making robots useful to the general public in a flexible and autonomous way. However, language use is an inherently discrete, symbolic task, while robots exist in a continuous world of noisy sensorimotor data. The problem of language grounding, connecting words to the real world, has been addressed by a number of researchers (see [27,28], and Section 4 below). Most implemented approaches extract discrete models and labels from sensor **data** as a foundation for symbolic language use.",0,1,0,
248858280,24/24,2,1,"Theta range for **data** collection 
 1.40 to 27.48˚.",0,1,0,
232404548,3/32,1,0.094,"Our goal is to synthesize a novel view I t , given target camera parameters K t , R t , T t , from a set of input images, I s i , i = 1, 2, ..., N . We assume there is sufficient overlap between the source views such that correspondences can be established. We estimate source view camera intrinsic and extrinsic by a well-established structure-from-motion (SfM) pipeline, e.g.COLMAP [26]. Fig. 2 illustrates the situation. Mathematically, we formulate this problem as:
 I t * = argmax I t p I t |I s 1 , I s 2 , ..., I s N ,(1)
 where p(·) is a probability function. Due to the expensive accessibility of 3D **data** (e.g., depths) and a limited number of input views, it is hard to compute accurate 3D geometry from input source views. Therefore, our intuition is to develop an end-to-end framework that combines geometry estimation and image synthesis, to eliminate the error propagation issue. We achieve this goal by estimating target-view depth and source-view visibility for target pixels directly under the target view.",0,1,0,
254853881,15/50,1,0.3,"Comparison with Sample-wise AT. Previous works (Hendrycks et al. 2021;Yi et al. 2021) try to exploit samplewise AT as a **data** augmentation strategy to obtain higher OOD performance. However, the performance only improves when the distribution shift is dominated by diversity shift, e.g., noise, and blurring. Otherwise, performance might be degraded, as shown in Table 1. One possible explanation is that sample-wise AT fails to capture the domain-level variations as DAT. As a result, it may add perturbations to the invariant features and hurt performance, especially under correlation shift.",0,1,0,
236196766,13/47,6,0.277,"**dataset** about all the projects hosted by the Apache Foundation Research objective: To produce a **dataset** that may help to better understand software development processes used in Apache projects. Example of RQ: Which ones are the different patterns of joining and leaving Apache projects? Method: Obtain the description of all the Apache projects, maintained by the Apache Foundation. Since this description includes links to all **data** sources (and repositories) used by those projects, produce a comprehensive list of all repositories that should be visited to maintain the **dataset**. Then, do a first retrieval of **data** from all of them, update it by frequent periodic visits, and dump it in a file that can be easily shared with researchers. Apache projects use, in different projects, Git repositories, GitHub projects for issues and pull requests, Bugzilla for issues, and change requests, mailing lists, and some other kinds of **data** sources, thus all of them need to be mined.",0,1,0,
248392338,6/27,4,0.222,"3. ""Not yes"" (nameofnotyes) -the text within the first UI element (link or button) that only eventually leads to an opt out from tracking (semistructured text); 4. Location of the pop up (location) -the location of the cookie pop up on the website (this is a description in the form of semi-structured text); 5. Does the cookie banner disable the website (contentblocking) -whether the website is accessible and scrollable while the pop up is active. It is yes/no (binary) **data** with some comments;",0,1,0,
55584739,11/14,1,0.786,"It is necessary to consider the functions for accessing to learning content within LMS. e.g.1) Is streaming service of video contents provided? e.g.2) Are various functions for protecting copyright (E.g., no use of the right button of the mouse, no exposure of absolute path, etc.) provided? Data creation among teachinglearning It is necessary to consider the functions of **data** produced by teachers and learners. e.g.1) Can teachers provide feedback on submitted works and **data** to learners? e.g.2) Is it possible to confirm the version (or date) or author of LMS created data? e.g.3) Is it possible to upload created **data** without system error?",0,1,0,
236196766,4/47,8,0.085,"Arthur provides an HTTP API (via its Server class), which allows for the management (submit, delete, list) of Perceval jobs, defined as JSON documents specifying the details of the job. These details include the category of the job, parameters to run Perceval, or parameters to the scheduler, such as the maximum number of retries upon failures. Jobs are sent to the Scheduler class, which maintains queues for first-time and incremental retrievals, rescheduling in case of failures. These queues submit jobs to Workers (which can run in different machines), which are the key scalability element of Arthur. When jobs are done, workers notify the scheduler, and in case of success, they send the JSON documents, resulting from Perceval **data** retrieval, to a storage queue, where they are consumed by The Analyzer module runs third party tools on the checkouts of the repository, produced by the Client module, and passes the results, properly formatted, to the Backend module. The ""tools"" box shows third party tools.",0,1,0,
248392338,12/27,1,0.444,"Policy and legal implications. Any AI computational system aiming to detect dark patterns should align to detectable issues that are already deemed illegal by authoritative sources. But there are only few (mandatory) legal rules in Europe constraining the use of dark patterns, and enforcement is slow in holding websites accountable. The only mandatory decision ascertaining any UI based aspect is dated of 2019 forbidding the use of pre-ticked boxes (of Justice of the European Union, 2019). From Article 7(3) of the GDPR (""it shall be as easy to withdraw as to give consent"", it can be interpreted that privacy choices should be equal (e.g. parity in accept, reject and revoke choices) Nouwens et al., 2020b). Parity feature entails i) equal widgets, ii) equal number of times to either accept/reject/revoke consent, iii) across modalities (web, mobile and app setting levels) (Johanna Gunawan, 2021). This reasoning on feature parity needs still to be held definitive by court decisions as well for consistency in all EU. The ePrivacy Regulation draft 14 , being discussed in the European Council, as of today, is absent on the definition of dark patterns or UI features, even accepting the use of cookie walls (Council's version), considered as an onstructive dark pattern (Kretschmer et al., 2021;Gray et al., 2021). Such weak enforcement and the high rate of consent optimization enhanced by using faulty designs in cookie banners (Hils et al., 2020; at scale, facilitated by the use of consent management platforms, explain the recurrent use of dark patterns in cookie banners. In the future, we need to see a more serious approach to enforcement, either by courts, or by decisions issued by **data** protection authorities. That is the only way to ensure that automated systems can rely on the necessary legal certainty in identifying dark patterns by identifying concrete characteristics of design.",0,1,0,
85554746,7/19,1,0.368,"The most prominent issues raised concerned **data** and metadata: availability, accessibility, usability, interoperability, resolution, format and quality. Additionally, the importance of sharing **data** and knowledge (i.e. methodological guidance and research results) was repeatedly raised by respondents, emphasising the need to develop not only technologies and RIs, but also strong, collaborative and proactive networking at different levels. Adaptation more than mitigation was confirmed to be a priority for Africa. Beside the scientific and technical aspects, the solution to most of the constraints could be a comprehensive approach able to consider not only scientific and ecological issues but also socio-economic dynamics (land tenure, urbanisation, jobs opportunities, market, prices, investments, etc), which may influence the success and the long-term sustainability of a RI network. Science alone is not always enough, thus mediation among scientists, traditional leaders and agriculture extension officers could help in facing some of the crucial practical aspects towards implementation. A coherent and thorough analysis and prioritisation of all these issues can therefore help in developing a range of options suitable for specific 'on field' conditions (at national or regional levels). Among the possible options, the developed countries' approach for an RI network on GHG observations was recognised as not being directly applicable to Africa, for different reasons, of which the most important are: high costs for implementation and maintenance, lack of qualified personnel and specialised companies, problems with energy supply, accessibility and protection of field sites, and challenging eco-climatic conditions.",0,1,0,
236196766,13/47,11,0.277,"GrimoireELK receives retrieved items to produce raw indexes in Elasticsearch, to some extent replicating **data** sources.",0,1,0,
248392338,20/27,1,0.741,C Description of the **data** repository,0,1,0,
22512771,21/24,1,0.875,"Sonke et al. 39 have shown that although the shape of the tumor trajectory was found to be stable interfractionally, baseline shifts might invalidate the 4DCT planning **dataset**. Although MLC tracking is expected to cope with these shifts (depending on the motion acquisition method), this might result in a mismatch with the dose-influence data. Therefore, to apply the proposed online 4D dose reconstruction method, the validity of the dose-influence **data** should be assessed prior to each fraction. To allow for dose reconstruction on anatomy not captured on 4DCT, patient models could be utilized. 40 Innovations in image-guided radiation therapy technology like the MR-linac 41 may ultimately bring 4D online-imaging and have the potential to continuously update a patient model, robust to baseline shifts and other anatomy changes. Extending this work to volumetric arc therapy (VMAT) is hindered by the substantial increase in dose-influence data. We are currently investigating the trade-off between the number of beam angles and the dosimetric accuracy for online dose reconstruction of VMAT deliveries. Generating dose-influence **data** on the fly is currently too slow and we therefore envision future online 4D dose calculation directly, based on the patient model geometry and a real-time Monte Carlo dose calculation.",0,1,0,
5803875,3/49,1,0.061,"In [9] authors focus on routing policies and point out cases where routing decisions taken by ASes do not conform to expected behavior. There are complex AS relationships, such as, hybrid or partial transit which impact routing. Such relationships may lead to false positives in our results. However, the paper points out that most violations of expected routing behavior caused by complex AS relationships are very few and most violations were caused by major content providers. Our work identifies detours for variety of ASes, including both large content providers and small institutions. Moreover, in [24] authors argue that such incongruities are caused due to incorrect IP to AS mappings. About 60% of mismatches occur due to IP sharing between adjacent ASes. Authors here show that 63% to 88% of paths observed in control plane are valid in **data** plane as well. The work in [14] also analyzes the control plane (RIBs and AS paths) to construct a network topology and then uses traceroute to construct country-level paths. The goal of this work was to understand the role of different countries that act as hubs in cross-country Internet paths. Their results show that western countries are important players in country level internet connectivity.",0,1,0,
246337567,5/70,2,0.071,"These LD services have been summarised in Table 1 where it can be seen that, on average, the **data** was interlinked to five external **dataset**s-primarily authority files and controlled vocabularies as well as datahubs such as DBpedia 11 and Wikidata. 12 Although interlinking with authority files and controlled vocabularies is extremely useful, this type of linking predates LD. Additionally, while linking to large-scale datahubs, such as DBpedia and Wikidata, is useful, these **dataset**s do not fall within the LAM domain. Additionally, only two services, Europeana and the BNB, appeared to provide LD provenance information. Finally, the majority of interlinks created by the projects were identity links-leaving vast potential for LAMs to create provenance-rich relationship interlinks that provide additional information and context for a given entity.",0,1,0,
236208828,19/27,1,0.704,"One of the major limitations of our study is that it is mainly descriptive, ecological and uses only county-level data, which does not allow us to account for individual characteristics that may drive COVID-19 outcomes in socially vulnerable communities. In addition, we used **data** collected from different **data** sources, each of which was gathered at slightly varying timepoints and as such may not completely represent the features of the community at the time of our analysis. We attempted to account for as many confounders as possible but recognise that we may not have been able to adjust for all confounders (including vaccinations) driving the associations seen in this analysis. In terms of controlling for countylevel comorbidity, we use the HCC risk score, which was designed to reflect healthcare access and hospital admissions in a geographical area, as a proxy which may impact the associations seen. Therefore, studies incorporating individual patient-level **data** which include more confounders are needed to further delineate the associations seen in this ecological study. Finally, we focused our analysis on county-level proportion of black and Hispanic residents within the USA and do not extend it to include Asian or Native American residents. Future studies that encompass other minority groups and examine trends presented in our study on a worldwide basis are needed. Map disclaimer The inclusion of any map (including the depiction of any boundaries therein), or of any geographical or locational reference, does not imply the expression of any opinion whatsoever on the part of BMJ concerning the legal status of any country, territory, jurisdiction or area or of its authorities. Any such expression remains solely that of the relevant source and is not endorsed by BMJ. Maps are provided without any warranty of any kind, either express or implied.",0,1,0,
251694175,10/32,1,0.312,"A deeper understanding of the proteomic profiles of disease is crucial for future research efforts, and cohorts focused on cardiovascular phenotypes are among the largest to leverage these platforms thus far (2,9,13,33). Proteomic insights can improve disease prediction, uncover novel pathways, and identify drug targets (2,22,34). Compared to previous proteomic platform comparisons, which were limited by sample size (16), a key strength of our **data** is that they provide a more comprehensive investigation across multiple domains for two of the most widely used profiling platforms available within two large, well-phenotyped cohorts. Using these data, researchers may be better equipped to interpret existing proteomic **data** and/or plan future investigations with a clearer understanding of the relative strengths and limitations of each platform.",0,1,0,
53478339,12/24,1,0.5,"A moderately strong (n = 214, r = 0.40) and statistically significant (p < 0.001) relationship was found at monthly resolution between the modern δ 18 O sw record and the SODA salinity **data** (Figure 6a). The monthly δ 18 O sw record was also significantly correlated (n = 214, r = 0.39, p < 0.001) with log-transformed Tully",0,1,0,
249020159,15/25,2,0.6,"Due to a need to quickly understand how individuals are coping with the pandemic and the **data** collection limitations related to the COVID-19 pandemic, current autonomic reactivity could only be collected via self-report. Although the BPQ-SF appears to be an appropriate measure of autonomic reactivity as it has high convergent validity with similar measures and consistency across samples (34), it is unclear whether the selfreports reflect autonomic state reactivity prior to the pandemic or is a sensitive index of the individual autonomic reaction to the pandemic. Future research should explore objective measurements of autonomic reactivity prior to, during, and following COVID-19 infection.",0,1,0,
92451959,15/21,1,0.714,"Our research quantified core use areas to inform management efforts to protect dens from disturbance by using empirical **data** to describe wolf space use and movement patterns. Although we did not specifically evaluate wolf tolerance of human disturbance, we believe that these **data** reflect habitat and space requirements around active den sites during the denning period when pups are most vulnerable. Based on our results, the current recommend buffer does not encompass denning use areas. Despite breeding wolves having smaller core use areas (and corresponding den buffer widths), the mean distance of the edge of their core home range from the active den still exceeded the current recommended forest buffer distance (366 m) around the den site by nearly 2 (734 m) to more than 6 times (2308 m). When considering the non-breeding pack members associated with an active den site, the mean core home range edge further exceeded the buffer distance recommended for both Table 3. Monitoring period by pack and season (pup-rearing: 15 April-31 July, late summer: 1 August-14 October, fall: 15 October-31 December, and late winter: 1 January-14 April), and wolf pack home range size (km 2 ) estimated with minimum convex polygons (MCP) and autocorrelated kernel density estimators (AKDE), Prince of Wales Island, Alaska, USA, 2012-2016.",0,1,0,
129244480,11/39,2,0.282,"Gas distributions were then compared with published **data** on the regional hydrology and hydrochemistry, with particular emphasis on groundwater type, geochemical zonation and dissolved gas trends, and then transposed Part B (left) shows the same chart, zoomed into the shallower horizons of the basin for clarity. Part C (right) highlights the widespread occurrence of CO 2 gas in the vertical profile, making up varying percentages of total gas content. Part D (far right) illustrates CO 2 gas volumes with depth. Parts C and D also show that while CO 2 may make up to 100% of a gas sample, the overall gas volume of this gas in the sequence may be minor. The 'boomerang' CO 2 trend in Part D strongly mirrors the same trend found in the total gas content trend in part A, but at a different depth horizon.",0,1,0,
119383949,1/4,3,0.25,"We thank A. Sachraida, C. Gould and P. J. Kelly for providing us with the experimental **data** and helpful comments, and S. Tomsovic for a critical discussion.",0,1,0,
